species	longitude	latitude
Streptanthus_tortuosus	-122.44	38.37
Streptanthus_tortuosus	-121.56	39.6
Streptanthus_tortuosus	-120.15	37.66
Streptanthus_tortuosus	-120.26	37.77
Streptanthus_tortuosus	-123.42	40.8
Streptanthus_tortuosus	-122.73	40.66
Streptanthus_tortuosus	-123.05	40.74
Streptanthus_tortuosus	-120.86	39.55
Streptanthus_tortuosus	-123.33	40.78
Streptanthus_tortuosus	-120.11	38.95
Streptanthus_tortuosus	-120.23	39.14
Streptanthus_tortuosus	-121.31	39.78
Streptanthus_tortuosus	-121.44	39.6
Streptanthus_tortuosus	-120.91	39.75
Streptanthus_tortuosus	-119.99	38.69
Streptanthus_tortuosus	-122.99	39.67
Streptanthus_tortuosus	-123.09	39.91
Streptanthus_tortuosus	-119.78	37.75
Streptanthus_tortuosus	-119.92	38.62
Streptanthus_tortuosus	-119.26	37.92
Streptanthus_tortuosus	-121.66	41.58
Streptanthus_tortuosus	-120.66	39.62
Streptanthus_tortuosus	-123.05	40.77
Streptanthus_tortuosus	-122.81	41.12
Streptanthus_tortuosus	-121.33	39.66
Streptanthus_tortuosus	-120.07	38.86
Streptanthus_tortuosus	-118.83	36.66
Streptanthus_tortuosus	-120.69	39.37
Streptanthus_tortuosus	-122.43	38.35
Streptanthus_tortuosus	-119.33	36.82
Streptanthus_tortuosus	-123.19	40.47
Streptanthus_tortuosus	-119.85	37.7
Streptanthus_tortuosus	-120.37	38.54
Streptanthus_tortuosus	-122.8	40.03
Streptanthus_tortuosus	-123.18	41.93
Streptanthus_tortuosus	-121.56	40.45
Streptanthus_tortuosus	-119.21	37.94
Streptanthus_tortuosus	-121.46	39.76
Streptanthus_tortuosus	-120.25	39.19
Streptanthus_tortuosus	-121.62	41.49
Streptanthus_tortuosus	-119.79	38.34
Streptanthus_tortuosus	-120.81	39.35
Streptanthus_tortuosus	-120.14	38.41
Streptanthus_tortuosus	-121.98	41.01
Streptanthus_tortuosus	-118.6	36.42
Streptanthus_tortuosus	-122.33	41.17
Streptanthus_tortuosus	-121.31	40.44
Streptanthus_tortuosus	-120.12	38.89
Streptanthus_tortuosus	-122.6	38.65
Streptanthus_tortuosus	-118.79	36.84
Streptanthus_tortuosus	-118.77	36.85
Streptanthus_tortuosus	-118.75	36.86
Streptanthus_tortuosus	-118.71	36.83
Streptanthus_tortuosus	-121.5	39.71
Streptanthus_tortuosus	-121.38	40.44
Streptanthus_tortuosus	-121.51	40.52
Streptanthus_tortuosus	-119.21	37.86
Streptanthus_tortuosus	-121.4	40.03
Streptanthus_tortuosus	-121.3	39.66
Streptanthus_tortuosus	-122.27	41.04
Streptanthus_tortuosus	-121.16	39.58
Streptanthus_tortuosus	-121.35	39.68
Streptanthus_tortuosus	-122.36	41.15
Streptanthus_tortuosus	-122.47	41.18
Streptanthus_tortuosus	-120.07	38.85
Streptanthus_tortuosus	-120.34	39.25
Streptanthus_tortuosus	-119.26	38.04
Streptanthus_tortuosus	-119.41	37.55
Streptanthus_tortuosus	-122.21	40.72
Streptanthus_tortuosus	-121.23	39.67
Streptanthus_tortuosus	-122.47	41.14
Streptanthus_tortuosus	-121.03	39.74
Streptanthus_tortuosus	-121.41	39.84
Streptanthus_tortuosus	-120.66	39.54
Streptanthus_tortuosus	-120.86	39.76
Streptanthus_tortuosus	-119.53	37.46
Streptanthus_tortuosus	-119.6	37
Streptanthus_tortuosus	-118.83	36.82
Streptanthus_tortuosus	-120.78	39.02
Streptanthus_tortuosus	-122	41.11
Streptanthus_tortuosus	-119.98	37.8
Streptanthus_tortuosus	-119.21	36.76
Streptanthus_tortuosus	-121.45	39.8
Streptanthus_tortuosus	-121.41	39.83
Streptanthus_tortuosus	-120.57	39.06
Streptanthus_tortuosus	-121.62	40.63
Streptanthus_tortuosus	-118.98	36.99
Streptanthus_tortuosus	-118.8	36.72
Streptanthus_tortuosus	-122.9	40.45
Streptanthus_tortuosus	-122.25	41.35
Streptanthus_tortuosus	-118.79	36.84
Streptanthus_tortuosus	-118.97	37.27
Streptanthus_tortuosus	-121.65	41.42
Streptanthus_tortuosus	-120.06	38.85
Streptanthus_tortuosus	-121.56	39.6
Streptanthus_tortuosus	-120	37.18
Streptanthus_tortuosus	-121.24	39.11
Streptanthus_tortuosus	-122.69	40.67
Streptanthus_tortuosus	-121.55	39.6
Streptanthus_tortuosus	-122.64	41.33
Streptanthus_tortuosus	-120.52	39.44
Streptanthus_tortuosus	-121.06	35.66
Streptanthus_tortuosus	-118.81	36.81
Streptanthus_tortuosus	-122.42	40.89
Streptanthus_tortuosus	-118.68	37.75
Streptanthus_tortuosus	-122.83	40.04
Streptanthus_tortuosus	-121.43	39.55
Streptanthus_tortuosus	-120.65	37.84
Streptanthus_tortuosus	-118.6	36.18
Streptanthus_tortuosus	-119.09	37.62
Streptanthus_tortuosus	-123	41.33
Streptanthus_tortuosus	-119.72	37.51
Streptanthus_tortuosus	-119.02	36.96
Streptanthus_tortuosus	-121.35	39.34
Streptanthus_tortuosus	-121.41	39.87
Streptanthus_tortuosus	-121.46	39.88
Streptanthus_tortuosus	-123.76	40.88
Streptanthus_tortuosus	-121.7	40.13
Streptanthus_tortuosus	-120.38	38.81
Streptanthus_tortuosus	-121.54	39.6
Streptanthus_tortuosus	-121.47	39.86
Streptanthus_tortuosus	-121.46	39.77
Streptanthus_tortuosus	-120.22	38.79
Streptanthus_tortuosus	-120.71	39.74
Streptanthus_tortuosus	-120.88	39.49
Streptanthus_tortuosus	-120.88	39.75
Streptanthus_tortuosus	-123	41.33
Streptanthus_tortuosus	-121.11	39.69
Streptanthus_tortuosus	-118.74	37.18
Streptanthus_tortuosus	-120.24	38.8
Streptanthus_tortuosus	-118.93	37.07
Streptanthus_tortuosus	-118.97	37.08
Streptanthus_tortuosus	-119.1	37.29
Streptanthus_tortuosus	-121.18	40.01
Streptanthus_tortuosus	-119.52	38.02
Streptanthus_tortuosus	-119.96	37.41
Streptanthus_tortuosus	-120.14	38.64
Streptanthus_tortuosus	-120.3	39.29
Streptanthus_tortuosus	-122.24	41.36
Streptanthus_tortuosus	-119.66	37.84
Streptanthus_tortuosus	-123.69	41.12
Streptanthus_tortuosus	-123.69	41.16
Streptanthus_tortuosus	-120.38	39
Streptanthus_tortuosus	-121.55	39.6
Streptanthus_tortuosus	-121.55	39.57
Streptanthus_tortuosus	-119.69	38.33
Streptanthus_tortuosus	-120.23	38.85
Streptanthus_tortuosus	-118.85	37.86
Streptanthus_tortuosus	-123.46	40.79
Streptanthus_tortuosus	-121.55	39.6
Streptanthus_tortuosus	-122.22	40.73
Streptanthus_tortuosus	-120.98	39.41
Streptanthus_tortuosus	-120.78	39.2
Streptanthus_tortuosus	-120.65	39.32
Streptanthus_tortuosus	-120.64	39.4
Streptanthus_tortuosus	-118.69	37.36
Streptanthus_tortuosus	-120.2	38.33
Streptanthus_tortuosus	-120.66	39.32
Streptanthus_tortuosus	-120.15	39.04
Streptanthus_tortuosus	-119.95	38.61
Streptanthus_tortuosus	-121.13	39.82
Streptanthus_tortuosus	-120.91	39.75
Streptanthus_tortuosus	-119.67	38.32
Streptanthus_tortuosus	-121.55	39.6
Streptanthus_tortuosus	-120.81	39.34
Streptanthus_tortuosus	-118.62	36.02
Streptanthus_tortuosus	-119.92	38.62
Streptanthus_tortuosus	-118.71	36.83
Streptanthus_tortuosus	-119.46	37.25
Streptanthus_tortuosus	-120.81	39.34
Streptanthus_tortuosus	-120.67	39.3
Streptanthus_tortuosus	-122.45	40.91
Streptanthus_tortuosus	-120.95	39.42
Streptanthus_tortuosus	-118.82	36.82
Streptanthus_tortuosus	-118.82	36.73
Streptanthus_tortuosus	-120.03	38.88
Streptanthus_tortuosus	-122.58	38.13
Streptanthus_tortuosus	-118.6	36.05
Streptanthus_tortuosus	-122.63	41.09
Streptanthus_tortuosus	-119.8	38.49
Streptanthus_tortuosus	-121.34	39.52
Streptanthus_tortuosus	-123.37	41.3
